,close,high,low,open,time,volumefrom,volumeto
54,11460.01,11463.62,11457.18,11460.46,1520214840,6.59,75483.56
55,11460.73,11468.88,11460.27,11468.75,1520214780,9.91,113824.5
56,11466.68,11475.91,11461.52,11475.91,1520214720,63.83,738571.05
57,11475.91,11477.15,11469.96,11470.54,1520214660,26.52,304387.12
58,11470.54,11480.67,11470.3,11478.07,1520214600,35.16,406196.33
59,11478.07,11479.58,11471.54,11475.11,1520214540,29.87,342985.72
60,11475.11,11479.77,11470.3,11479.77,1520214480,33.0,382147.03
61,11479.77,11479.88,11471.0,11475.92,1520214420,49.93,573122.62
62,11475.92,11482.66,11475.38,11482.66,1520214360,22.04,253002.64
63,11482.97,11482.97,11481.17,11482.22,1520214300,24.92,286009.31
64,11482.18,11482.5,11480.31,11482.46,1520214240,27.37,314243.64
65,11482.17,11482.17,11480.36,11480.41,1520214180,21.84,252416.84
66,11479.64,11481.14,11478.62,11480.58,1520214120,37.55,431426.68
67,11480.58,11480.58,11477.98,11478.59,1520214060,17.47,202227.58
68,11478.59,11478.75,11475.97,11476.3,1520214000,33.64,385763.79
69,11476.3,11477.47,11475.66,11476.13,1520213940,25.72,296035.66
70,11476.13,11479.56,11474.81,11479.1,1520213880,16.9,193743.71
71,11478.97,11479.26,11477.19,11478.66,1520213820,30.28,348854.67
72,11478.52,11479.44,11477.97,11479.4,1520213760,17.44,200914.93
73,11479.4,11480.6,11478.48,11479.15,1520213700,21.49,247678.23
74,11479.49,11480.11,11478.46,11479.63,1520213640,20.44,235095.32
75,11479.66,11480.79,11477.47,11477.94,1520213580,26.66,306925.86
76,11477.94,11478.42,11476.33,11476.33,1520213520,14.82,170170.43
77,11476.01,11476.35,11470.47,11470.47,1520213460,34.52,395846.48
78,11470.47,11471.41,11468.22,11468.86,1520213400,29.26,337413.72
79,11468.86,11468.86,11466.84,11467.06,1520213340,12.44,142685.79
80,11466.09,11468.06,11463.71,11467.78,1520213280,19.87,228896.55
81,11467.78,11469.18,11463.81,11464.07,1520213220,12.38,143002.39
82,11464.07,11465.66,11462.86,11465.17,1520213160,5.91,68338.65
83,11465.17,11466.98,11460.11,11460.11,1520213100,83.81,959011.27
84,11460.11,11460.89,11454.77,11455.78,1520213040,58.0,672134.46
85,11455.05,11455.05,11446.18,11446.5,1520212980,58.09,663021.37
86,11446.5,11446.5,11443.9,11445.25,1520212920,13.97,161167.16
87,11445.25,11446.24,11443.0,11445.04,1520212860,16.82,192695.58
88,11445.04,11454.16,11445.03,11453.22,1520212800,166.76,1930196.77
89,11453.59,11455.88,11449.92,11451.57,1520212740,111.0,1316941.62
90,11451.34,11452.41,11437.56,11438.03,1520212680,74.27,853341.34
91,11438.03,11440.32,11434.35,11435.64,1520212620,128.82,1472284.45
92,11440.32,11453.88,11440.14,11453.88,1520212560,106.57,1217720.97
93,11453.92,11455.7,11452.96,11454.05,1520212500,14.93,171351.26
94,11454.05,11461.43,11454.05,11457.91,1520212440,25.06,287157.8
95,11457.91,11459.96,11457.4,11458.66,1520212380,11.98,137572.8
96,11459.61,11466.41,11459.14,11465.29,1520212320,20.04,230518.02
97,11465.97,11469.0,11464.49,11468.09,1520212260,28.53,327926.52
98,11468.67,11469.39,11467.43,11468.58,1520212200,28.01,322015.65
99,11468.52,11469.91,11468.28,11469.91,1520212140,20.69,238742.02
100,11469.05,11471.34,11465.32,11465.78,1520212080,21.76,249835.7
101,11465.8,11465.81,11464.43,11465.15,1520212020,10.05,115346.74
102,11465.15,11468.22,11465.15,11467.43,1520211960,21.08,244810.04
103,11467.55,11480.46,11467.18,11479.68,1520211900,60.18,690094.92
104,11479.68,11482.21,11479.68,11481.11,1520211840,17.12,196956.51
105,11481.11,11484.15,11481.11,11483.0,1520211780,19.85,228719.11
106,11483.0,11483.89,11482.48,11483.59,1520211720,10.04,115253.39
107,11483.59,11483.86,11482.42,11482.42,1520211660,24.15,277221.27
108,11482.42,11483.3,11480.71,11480.71,1520211600,21.82,250733.27
109,11480.28,11480.29,11477.91,11479.06,1520211540,24.29,278813.68
110,11479.06,11479.32,11476.34,11477.97,1520211480,110.77,1271570.03
111,11477.97,11477.97,11474.04,11474.04,1520211420,30.9,354647.03
112,11473.55,11473.84,11472.97,11473.8,1520211360,21.98,252678.73
113,11473.8,11473.8,11468.06,11468.36,1520211300,66.04,757063.51
114,11468.36,11469.48,11466.93,11469.05,1520211240,16.93,194929.71
115,11469.05,11469.05,11466.47,11467.34,1520211180,46.53,537860.16
116,11467.31,11467.48,11465.04,11465.5,1520211120,38.77,445385.78
117,11465.5,11465.64,11464.13,11465.48,1520211060,26.39,302755.7
118,11465.48,11466.17,11463.76,11464.7,1520211000,40.92,469910.66
119,11464.7,11464.7,11461.55,11461.74,1520210940,34.56,399819.48
120,11461.74,11465.2,11460.63,11460.85,1520210880,16.58,190820.83
121,11460.85,11461.31,11456.63,11457.96,1520210820,91.87,1051304.97
122,11457.96,11458.57,11457.15,11458.0,1520210760,45.19,517744.93
123,11458.12,11462.14,11458.12,11461.99,1520210700,22.13,253893.0
124,11461.99,11464.16,11461.53,11463.65,1520210640,17.18,197124.42
125,11463.65,11465.81,11463.12,11463.99,1520210580,32.74,376447.51
126,11464.08,11468.41,11460.28,11460.28,1520210520,98.98,1134418.99
127,11460.28,11462.14,11454.55,11454.75,1520210460,81.57,935782.78
128,11454.75,11454.75,11446.8,11446.8,1520210400,40.6,465148.04
129,11446.8,11450.52,11444.25,11445.16,1520210340,59.46,680080.66
130,11445.26,11445.43,11443.47,11444.69,1520210280,22.93,262467.58
131,11444.24,11445.29,11440.82,11444.93,1520210220,32.01,367997.65
132,11444.93,11449.4,11444.46,11448.95,1520210160,14.85,170381.21
133,11448.95,11449.89,11446.26,11448.32,1520210100,23.66,272196.85
134,11448.32,11449.77,11447.27,11447.74,1520210040,26.72,307199.31
135,11447.74,11450.3,11436.8,11437.04,1520209980,38.93,445982.97
136,11437.04,11438.11,11433.03,11435.98,1520209920,49.07,560815.25
137,11435.98,11436.01,11432.76,11434.25,1520209860,31.64,361710.51
138,11434.25,11438.75,11432.86,11438.6,1520209800,50.93,583013.21
139,11439.5,11451.59,11439.37,11450.41,1520209740,114.71,1312554.7
140,11449.89,11449.89,11443.64,11446.89,1520209680,48.29,553089.49
141,11447.01,11450.11,11446.03,11450.11,1520209620,22.65,259454.64
142,11449.38,11455.95,11449.26,11455.72,1520209560,23.82,274392.07
143,11455.72,11460.28,11454.37,11459.66,1520209500,38.02,435171.49
144,11459.95,11460.45,11457.91,11458.99,1520209440,10.03,115436.66
145,11458.99,11462.27,11458.12,11460.98,1520209380,39.4,452655.55
146,11460.98,11467.93,11459.92,11467.93,1520209320,43.54,499285.9
147,11467.91,11469.18,11466.89,11468.46,1520209260,12.67,145502.88
148,11468.46,11471.55,11467.56,11470.96,1520209200,36.88,423655.14
149,11471.47,11476.33,11471.04,11476.33,1520209140,26.51,305561.92
150,11476.33,11483.96,11476.33,11483.96,1520209080,35.95,412301.3
151,11483.95,11490.57,11482.04,11490.28,1520209020,23.0,265402.34
152,11490.13,11490.76,11486.24,11486.81,1520208960,23.26,268074.88
153,11486.35,11488.53,11479.99,11480.08,1520208900,30.83,357640.8
154,11480.08,11484.63,11479.13,11484.59,1520208840,48.93,566948.45
155,11484.59,11487.63,11467.53,11467.53,1520208780,47.96,550633.59
156,11467.34,11467.34,11464.88,11465.35,1520208720,41.45,476788.89
157,11465.35,11465.35,11458.36,11462.14,1520208660,42.66,487983.36
158,11462.2,11465.1,11458.36,11464.62,1520208600,37.05,425819.05
159,11464.64,11471.49,11464.64,11471.49,1520208540,25.42,292247.57
160,11471.49,11478.06,11468.65,11476.37,1520208480,29.8,341825.77
161,11476.37,11476.37,11467.97,11469.12,1520208420,55.52,637992.83
162,11469.12,11472.34,11464.12,11467.9,1520208360,54.01,624579.1
163,11467.9,11472.24,11467.05,11469.89,1520208300,35.57,410050.95
164,11469.89,11469.89,11440.27,11461.94,1520208240,235.23,2692526.43
165,11461.94,11503.9,11461.94,11503.52,1520208180,242.53,2789400.61
166,11503.52,11511.78,11503.52,11510.46,1520208120,46.7,536819.03
167,11510.73,11519.34,11510.26,11517.65,1520208060,35.01,404489.41
168,11517.14,11517.14,11503.94,11503.94,1520208000,44.12,508418.11
169,11504.42,11521.68,11502.75,11521.49,1520207940,119.51,1380060.54
170,11521.49,11523.39,11521.04,11523.39,1520207880,27.4,319198.56
171,11523.39,11523.5,11518.49,11519.32,1520207820,30.49,353495.53
172,11519.32,11520.99,11505.64,11507.12,1520207760,55.59,640295.18
173,11507.12,11519.04,11506.25,11519.04,1520207700,160.98,1855899.79
174,11519.0,11539.79,11518.38,11539.5,1520207640,66.02,762343.63
175,11539.5,11539.71,11535.56,11537.62,1520207580,120.39,1393446.81
176,11537.62,11537.67,11532.79,11533.38,1520207520,112.83,1304529.04
177,11533.38,11533.85,11530.0,11530.54,1520207460,54.73,633099.94
178,11530.3,11531.43,11527.46,11527.95,1520207400,101.81,1180262.89
179,11527.95,11527.95,11520.51,11520.58,1520207340,68.73,792280.57
180,11520.12,11520.58,11514.13,11514.13,1520207280,114.95,1335702.84
181,11514.11,11514.11,11499.61,11499.61,1520207220,97.31,1119723.32
182,11499.61,11499.82,11495.41,11496.08,1520207160,34.35,395167.19
183,11496.08,11498.72,11493.34,11495.07,1520207100,58.39,672039.99
184,11495.12,11495.99,11492.19,11492.19,1520207040,23.1,265891.1
185,11491.82,11491.82,11486.85,11487.84,1520206980,10.57,121978.09
186,11487.84,11490.03,11487.22,11489.52,1520206920,10.84,124880.39
187,11489.52,11489.52,11486.4,11486.82,1520206860,12.1,138940.45
188,11486.21,11489.09,11485.72,11488.42,1520206800,30.8,353947.11
189,11488.42,11492.65,11486.93,11492.65,1520206740,45.62,530981.68
190,11492.44,11493.78,11489.51,11490.45,1520206680,17.04,196640.35
191,11490.45,11490.45,11486.08,11489.61,1520206620,37.28,431313.89
192,11489.61,11506.37,11489.02,11505.76,1520206560,49.2,567472.9
193,11505.3,11505.92,11499.02,11500.91,1520206500,97.54,1120920.48
194,11500.91,11500.92,11494.33,11498.35,1520206440,75.79,873986.6
195,11498.35,11514.09,11498.16,11513.66,1520206380,167.07,1920352.35
196,11513.66,11516.8,11497.25,11498.36,1520206320,236.46,2719512.05
197,11498.1,11498.1,11492.71,11493.77,1520206260,187.96,2160483.88
198,11493.74,11494.62,11477.23,11477.23,1520206200,198.33,2277539.88
199,11476.32,11478.41,11469.0,11469.45,1520206140,61.59,705298.22
200,11468.81,11470.1,11460.58,11461.42,1520206080,78.36,898530.65
201,11461.42,11461.96,11459.73,11460.2,1520206020,20.56,237305.38
202,11460.2,11461.36,11459.44,11460.87,1520205960,14.43,165304.45
203,11460.87,11461.59,11458.98,11460.06,1520205900,45.73,523750.56
204,11460.06,11461.54,11460.06,11460.55,1520205840,30.27,349137.15
205,11460.55,11462.12,11459.85,11460.23,1520205780,93.51,1074337.74
206,11460.23,11461.87,11458.53,11459.0,1520205720,64.9,746451.29
207,11459.07,11459.29,11457.35,11457.36,1520205660,27.64,317019.89
208,11457.35,11458.25,11456.55,11456.72,1520205600,26.41,305898.9
209,11457.18,11458.93,11456.52,11458.82,1520205540,35.23,405097.75
210,11458.82,11458.83,11456.79,11457.35,1520205480,36.68,422115.85
211,11457.34,11457.81,11454.46,11454.46,1520205420,46.28,529590.88
212,11454.42,11455.01,11449.81,11449.82,1520205360,39.31,450040.47
213,11449.37,11449.37,11443.19,11444.47,1520205300,32.72,374134.47
214,11444.4,11444.56,11441.03,11441.79,1520205240,32.21,370061.68
215,11441.32,11443.7,11440.11,11442.97,1520205180,28.07,323401.98
216,11442.2,11443.61,11440.3,11443.08,1520205120,46.84,536225.71
217,11442.41,11443.5,11441.79,11442.43,1520205060,51.62,590955.1
218,11442.43,11443.57,11440.79,11441.42,1520205000,29.98,344572.43
219,11440.74,11448.07,11440.61,11448.07,1520204940,33.43,384212.09
220,11448.07,11448.58,11441.78,11442.25,1520204880,84.91,971777.5
221,11441.43,11441.43,11434.14,11434.15,1520204820,70.72,808883.04
222,11434.14,11435.21,11431.11,11431.73,1520204760,56.61,651452.26
223,11431.73,11434.49,11431.62,11434.12,1520204700,22.65,258978.09
224,11434.12,11436.1,11432.28,11435.74,1520204640,33.15,378807.8
225,11435.74,11442.31,11433.47,11441.76,1520204580,67.52,774226.98
226,11441.76,11451.06,11434.65,11448.7,1520204520,77.88,895349.84
227,11448.7,11449.07,11424.15,11424.15,1520204460,301.01,3448126.76
228,11424.15,11424.61,11417.34,11417.53,1520204400,29.88,344994.7
229,11417.54,11419.18,11416.28,11418.63,1520204340,11.15,129064.63
230,11420.08,11426.87,11418.68,11425.51,1520204280,62.47,714369.85
231,11425.49,11426.42,11418.96,11419.9,1520204220,47.69,545544.47
232,11419.9,11420.33,11416.09,11419.49,1520204160,53.33,610883.48
233,11419.49,11422.83,11409.87,11412.43,1520204100,38.41,439328.01
234,11412.55,11413.17,11404.61,11406.37,1520204040,38.68,442239.18
235,11406.47,11407.4,11399.14,11399.14,1520203980,23.1,264513.81
236,11399.14,11402.62,11399.14,11400.39,1520203920,21.77,248723.18
237,11400.93,11404.6,11395.45,11397.67,1520203860,52.1,600925.89
238,11397.35,11398.25,11396.64,11397.65,1520203800,55.16,634920.92
239,11397.65,11402.6,11397.65,11402.59,1520203740,37.69,431455.32
240,11402.59,11406.18,11400.9,11403.89,1520203680,41.56,474739.25
241,11403.89,11405.85,11401.49,11401.77,1520203620,32.58,371777.04
242,11401.73,11405.7,11396.74,11405.7,1520203560,72.41,825765.38
243,11405.57,11405.7,11402.91,11403.39,1520203500,27.73,316604.4
244,11403.41,11404.01,11394.05,11394.77,1520203440,29.45,336241.23
245,11394.77,11395.95,11392.55,11392.55,1520203380,51.26,586872.39
246,11392.55,11392.55,11384.71,11384.89,1520203320,34.77,397046.76
247,11384.81,11387.52,11379.13,11383.3,1520203260,99.57,1135168.72
248,11382.83,11391.05,11382.81,11389.84,1520203200,71.18,813004.49
249,11389.94,11395.22,11388.98,11392.58,1520203140,76.12,866643.19
250,11392.27,11430.32,11378.64,11430.07,1520203080,744.77,8450924.82
251,11430.06,11437.43,11429.59,11436.92,1520203020,30.01,343973.72
252,11436.67,11439.46,11429.55,11437.39,1520202960,158.96,1817065.79
253,11437.39,11440.56,11427.16,11427.16,1520202900,73.67,841864.24
254,11427.23,11432.14,11426.94,11427.29,1520202840,17.23,196942.26
255,11427.28,11428.55,11425.72,11427.42,1520202780,21.61,247600.76
256,11427.69,11433.38,11419.28,11419.45,1520202720,75.99,866328.39
257,11419.45,11424.57,11419.23,11422.56,1520202660,12.48,142770.23
258,11422.56,11423.51,11420.49,11421.4,1520202600,32.46,371927.52
259,11422.08,11424.09,11421.7,11423.34,1520202540,27.09,310115.3
260,11423.23,11423.71,11421.14,11423.63,1520202480,61.81,704431.52
261,11423.63,11426.53,11422.08,11422.3,1520202420,20.08,230032.82
262,11422.24,11424.18,11420.55,11421.78,1520202360,23.96,273632.14
263,11422.19,11432.41,11420.83,11432.41,1520202300,21.99,250983.58
264,11431.81,11436.26,11429.44,11433.61,1520202240,25.36,289433.38
265,11433.61,11440.7,11431.72,11438.5,1520202180,22.5,257360.05
266,11438.78,11446.3,11433.47,11433.47,1520202120,86.09,983579.32
267,11433.48,11433.74,11427.69,11427.69,1520202060,15.13,173341.2
268,11429.44,11429.44,11423.49,11423.49,1520202000,18.24,208601.31
269,11423.49,11425.83,11421.63,11425.01,1520201940,26.79,306769.77
270,11425.01,11436.95,11424.81,11436.27,1520201880,102.46,1171632.07
271,11436.27,11438.25,11434.5,11435.45,1520201820,11.92,137265.69
272,11435.45,11440.26,11430.31,11431.85,1520201760,44.47,509711.56
273,11431.7,11433.74,11426.97,11427.64,1520201700,17.1,195569.9
274,11427.68,11428.98,11422.15,11422.17,1520201640,20.91,239645.0
275,11422.22,11427.04,11420.91,11427.04,1520201580,17.56,201782.19
276,11426.66,11435.95,11421.03,11424.61,1520201520,37.02,424159.89
277,11426.08,11431.16,11418.56,11420.82,1520201460,39.83,455899.84
278,11420.79,11435.0,11418.69,11435.0,1520201400,55.43,632786.82
279,11433.34,11440.46,11430.75,11439.82,1520201340,12.02,137480.97
280,11439.82,11441.93,11437.19,11441.93,1520201280,27.15,311963.1
281,11440.66,11442.08,11438.35,11438.35,1520201220,17.63,202058.46
282,11438.35,11438.96,11436.48,11437.63,1520201160,12.42,141886.43
283,11438.16,11446.6,11432.78,11444.98,1520201100,70.16,802782.26
284,11445.16,11455.18,11444.98,11452.84,1520201040,147.54,1690352.83
285,11451.79,11453.48,11444.92,11446.9,1520200980,56.45,646064.37
286,11446.9,11446.92,11442.34,11443.6,1520200920,36.69,420518.15
287,11443.6,11445.71,11440.85,11441.36,1520200860,60.32,691433.83
288,11442.97,11443.71,11437.68,11439.24,1520200800,87.96,1005497.03
289,11439.24,11441.54,11431.64,11432.81,1520200740,75.21,859047.63
290,11432.81,11434.23,11428.7,11429.17,1520200680,59.29,680022.44
291,11429.17,11429.29,11424.08,11424.08,1520200620,60.31,688948.37
292,11424.38,11425.31,11419.92,11420.6,1520200560,25.84,296124.41
293,11420.6,11431.13,11415.85,11429.34,1520200500,161.64,1843436.55
294,11430.19,11430.51,11425.8,11426.85,1520200440,20.75,237830.94
295,11427.03,11431.09,11425.23,11430.62,1520200380,20.91,239108.53
296,11430.62,11432.03,11420.58,11424.96,1520200320,27.59,317738.57
297,11423.3,11434.17,11421.89,11433.8,1520200260,53.55,612355.13
298,11434.18,11438.66,11433.62,11438.11,1520200200,38.2,437013.63
299,11436.82,11446.04,11435.64,11445.48,1520200140,48.8,560068.95
300,11445.48,11448.68,11444.41,11448.58,1520200080,22.21,253998.42
301,11448.58,11453.43,11447.77,11451.84,1520200020,35.61,407757.19
302,11451.84,11456.6,11451.84,11456.6,1520199960,14.76,169134.5
303,11456.6,11459.82,11456.33,11459.5,1520199900,16.09,184291.79
304,11459.0,11460.42,11458.52,11458.87,1520199840,18.81,217141.27
305,11458.92,11459.77,11454.23,11455.17,1520199780,35.09,401705.89
306,11455.17,11457.26,11453.32,11453.76,1520199720,16.4,188264.45
307,11454.97,11460.42,11453.34,11458.98,1520199660,30.93,353959.45
308,11458.98,11461.37,11446.63,11447.43,1520199600,47.65,545081.08
309,11447.43,11448.22,11445.71,11447.37,1520199540,25.54,292254.73
310,11447.38,11448.16,11444.98,11446.59,1520199480,14.66,168070.88
311,11446.76,11447.97,11446.2,11447.5,1520199420,10.68,123433.6
312,11447.5,11449.39,11445.94,11447.07,1520199360,19.8,229219.54
313,11447.07,11449.52,11444.82,11448.58,1520199300,43.55,498732.89
314,11448.58,11449.52,11445.01,11445.94,1520199240,14.02,160667.5
315,11445.94,11449.71,11444.12,11448.25,1520199180,20.14,230898.52
316,11448.25,11449.96,11446.64,11447.11,1520199120,25.51,292410.14
317,11447.11,11447.11,11441.77,11442.24,1520199060,11.5,131403.83
318,11442.24,11443.09,11438.32,11442.69,1520199000,20.33,233256.39
319,11442.69,11447.12,11442.69,11443.86,1520198940,24.29,278750.99
320,11444.29,11444.29,11438.71,11439.05,1520198880,9.28,107078.8
321,11438.41,11438.64,11428.16,11432.09,1520198820,57.93,665073.13
322,11431.75,11435.91,11431.75,11435.91,1520198760,54.94,629694.7
323,11435.91,11450.29,11434.29,11450.29,1520198700,63.78,729397.87
324,11450.29,11454.36,11450.25,11454.21,1520198640,30.32,347493.07
325,11454.21,11455.74,11453.0,11455.53,1520198580,20.42,234540.4
326,11455.88,11457.46,11454.01,11457.46,1520198520,27.86,317826.21
327,11457.46,11457.46,11455.04,11456.13,1520198460,8.68,100060.89
328,11456.0,11457.28,11452.54,11452.57,1520198400,31.63,362902.15
329,11452.07,11457.23,11451.6,11452.33,1520198340,45.0,515861.28
330,11451.75,11455.52,11451.48,11455.52,1520198280,19.03,219174.27
331,11454.74,11460.48,11454.62,11456.7,1520198220,34.59,396201.97
332,11456.43,11468.07,11455.04,11466.4,1520198160,28.07,322506.95
333,11466.4,11466.87,11463.36,11464.39,1520198100,10.36,119046.46
334,11464.98,11464.98,11452.11,11452.11,1520198040,38.36,441507.68
335,11452.11,11486.72,11450.98,11486.3,1520197980,176.44,2024850.41
336,11486.3,11488.05,11485.94,11485.95,1520197920,25.49,294554.64
337,11485.95,11486.48,11485.1,11485.57,1520197860,26.35,303669.33
338,11485.57,11486.55,11483.85,11484.53,1520197800,30.82,356655.77
339,11484.04,11485.59,11481.85,11483.65,1520197740,30.06,345734.12
340,11482.25,11483.65,11476.26,11476.78,1520197680,26.78,310090.63
341,11476.78,11476.78,11472.12,11474.6,1520197620,32.02,369673.76
342,11474.6,11490.92,11471.0,11490.92,1520197560,76.26,881094.99
343,11481.1,11500.39,11481.1,11499.3,1520197500,112.73,1295147.63
344,11499.3,11500.7,11497.16,11500.21,1520197440,54.88,630907.95
345,11500.21,11513.57,11498.75,11510.28,1520197380,142.82,1646767.32
346,11510.28,11522.76,11504.76,11504.76,1520197320,161.86,1873700.98
347,11504.76,11505.55,11491.13,11491.23,1520197260,289.2,3324953.03
348,11491.64,11491.64,11482.72,11482.72,1520197200,108.62,1248179.98
349,11483.04,11490.88,11475.43,11483.37,1520197140,200.14,2301157.46
350,11483.37,11488.36,11474.07,11474.53,1520197080,131.93,1523727.4
351,11474.53,11479.93,11470.15,11470.15,1520197020,56.46,648691.63
352,11470.15,11474.9,11467.71,11472.14,1520196960,91.16,1044609.6
353,11472.14,11472.55,11467.57,11467.57,1520196900,28.43,326570.02
354,11467.57,11468.03,11463.49,11463.49,1520196840,10.72,123101.29
355,11463.49,11465.68,11459.23,11465.68,1520196780,14.8,170749.78
356,11465.68,11469.42,11444.26,11444.26,1520196720,143.11,1639552.34
357,11444.26,11444.26,11439.85,11439.85,1520196660,20.86,238957.57
358,11439.85,11441.71,11439.13,11439.46,1520196600,11.17,127959.27
359,11439.46,11442.79,11439.26,11442.79,1520196540,27.89,326157.34
360,11442.79,11443.93,11442.21,11442.85,1520196480,22.1,255214.78
361,11442.85,11443.78,11437.47,11437.47,1520196420,26.64,308210.62
362,11437.47,11439.68,11436.7,11439.23,1520196360,9.02,103495.15
363,11438.79,11439.71,11436.9,11439.07,1520196300,10.06,115578.08
364,11439.07,11442.1,11438.11,11438.17,1520196240,11.25,129885.76
365,11438.17,11442.27,11434.55,11442.27,1520196180,62.14,729655.31
366,11442.27,11446.85,11438.48,11439.66,1520196120,22.74,260583.96
367,11439.16,11439.16,11431.95,11432.17,1520196060,33.64,386036.67
368,11432.17,11435.05,11428.1,11433.69,1520196000,22.28,255432.25
369,11433.69,11434.33,11429.93,11429.96,1520195940,10.75,123193.33
370,11429.96,11429.96,11426.55,11427.99,1520195880,23.21,265194.0
371,11427.47,11427.62,11424.84,11425.57,1520195820,12.45,142603.38
372,11425.57,11430.15,11421.68,11429.68,1520195760,17.04,194731.46
373,11429.68,11441.13,11425.79,11439.19,1520195700,163.52,1870305.22
374,11439.19,11448.43,11438.77,11448.43,1520195640,35.85,412697.92
375,11448.43,11454.13,11446.56,11453.98,1520195580,59.79,685118.0
376,11453.61,11454.13,11449.86,11450.07,1520195520,31.28,359386.61
377,11450.07,11450.59,11447.81,11448.74,1520195460,14.68,168748.99
378,11448.74,11450.39,11446.42,11449.46,1520195400,44.04,505833.0
379,11449.46,11450.59,11447.31,11448.63,1520195340,19.11,220273.04
380,11448.24,11448.74,11447.36,11447.36,1520195280,18.5,213759.09
381,11447.37,11450.56,11444.15,11450.56,1520195220,41.38,473632.02
382,11450.56,11451.95,11441.74,11441.74,1520195160,21.63,250046.04
383,11442.13,11443.44,11439.88,11443.37,1520195100,19.24,221551.66
384,11443.37,11445.73,11443.18,11444.84,1520195040,18.07,207358.74
385,11444.83,11446.23,11435.41,11441.79,1520194980,38.42,442072.93
386,11441.79,11467.75,11441.5,11467.43,1520194920,113.96,1312302.8
